CustomerID,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFMScore
13712.0,246,1,15.0,4,4,4,444
13715.0,281,4,39.089999999999996,4,2,3,423
13716.0,269,1,7.5,4,4,4,444
13717.0,32,6,60.99,2,1,2,212
13718.0,246,2,38.099999999999994,4,3,3,433
13719.0,15,5,83.25000000000001,1,2,2,122
13720.0,116,4,144.5,3,2,1,321
13721.0,36,1,9.48,2,4,4,244
13722.0,131,3,78.63,3,2,2,322
13723.0,217,1,47.2,4,4,2,442
13725.0,49,8,251.2,2,1,1,211
13726.0,38,2,26.52,2,3,3,233
13727.0,28,2,29.85,2,3,3,233
13728.0,36,6,89.24,2,1,2,212
13730.0,135,2,37.8,4,3,3,433
13731.0,219,2,34.5,4,3,3,433
13732.0,28,1,14.22,2,4,4,244
13735.0,24,4,58.50000000000001,2,2,2,222
13736.0,5,2,10.690000000000001,1,3,4,134
13737.0,200,1,73.94999999999999,4,4,2,442
13739.0,18,1,41.7,2,4,3,243
13740.0,240,1,5.04,4,4,4,444
13741.0,71,3,81.85,3,2,2,322
13742.0,16,12,249.2,1,1,1,111
13743.0,2,7,187.2,1,1,1,111
13744.0,95,2,22.68,3,3,3,333
13745.0,162,1,9.0,4,4,4,444
13748.0,95,4,51.41,3,2,2,322
13750.0,53,5,923.61,3,2,1,321
13751.0,288,1,165.0,4,4,1,441
13752.0,124,6,203.55,3,1,1,311
13753.0,287,1,15.0,4,4,4,444
13754.0,151,2,30.6,4,3,3,433
13755.0,3,9,103.18000000000002,1,1,2,112
13756.0,2,13,575.72,1,1,1,111
13758.0,11,5,240.9,1,2,1,121
13759.0,33,2,116.4,2,3,2,232
13760.0,54,2,7.99,3,3,4,334
13761.0,50,2,28.4,3,3,3,333
13762.0,218,1,104.39999999999999,4,4,2,442
13763.0,63,1,162.72,3,4,1,341
13764.0,70,3,37.34,3,2,3,323
13767.0,2,34,1598.3200000000002,1,1,1,111
13769.0,2,9,256.67999999999995,1,1,1,111
13771.0,64,4,190.7,3,2,1,321
13772.0,33,3,67.4,2,2,2,222
13774.0,81,1,19.8,3,4,3,343
13777.0,0,24,3376.3499999999995,1,1,1,111
13778.0,103,1,8.25,3,4,4,344
13780.0,7,2,7.15,1,3,4,134
13781.0,250,1,4.25,4,4,4,444
13782.0,12,6,47.97,1,1,2,112
13784.0,9,11,949.32,1,1,1,111
13787.0,75,2,29.5,3,3,3,333
13790.0,4,1,4.5600000000000005,1,4,4,144
13791.0,127,2,469.0,3,3,1,331
13792.0,66,2,35.550000000000004,3,3,3,333
13798.0,1,56,7786.26,1,1,1,111
13799.0,116,2,60.9,3,3,2,332
13800.0,309,1,30.0,4,4,3,443
13801.0,66,1,9.95,3,4,4,344
13802.0,138,3,206.8,4,2,1,421
13803.0,255,1,17.700000000000003,4,4,3,443
13804.0,30,7,147.99,2,1,1,211
13805.0,52,2,205.48000000000002,3,3,1,331
13806.0,63,1,65.4,3,4,2,342
13808.0,5,5,181.98,1,2,1,121
13819.0,301,3,54.2,4,2,2,422
13821.0,144,2,31.740000000000002,4,3,3,433
13822.0,5,2,12.09,1,3,4,134
13823.0,18,2,50.5,2,3,2,232
13824.0,32,5,313.0,2,2,1,221
13826.0,176,1,21.9,4,4,3,443
13827.0,57,3,11.1,3,2,4,324
13828.0,22,1,14.850000000000001,2,4,4,244
13831.0,16,5,365.9,1,2,1,121
13832.0,19,1,17.4,2,4,4,244
13833.0,159,1,15.9,4,4,4,444
13835.0,25,4,81.45,2,2,2,222
13837.0,211,2,18.75,4,3,3,433
13838.0,5,3,8.65,1,2,4,124
13841.0,252,1,85.0,4,4,2,442
13842.0,58,8,142.16000000000003,3,1,1,311
13844.0,11,1,20.8,1,4,3,143
13845.0,64,1,19.799999999999997,3,4,3,343
13846.0,24,3,46.95,2,2,2,222
13848.0,92,2,800.0,3,3,1,331
13849.0,51,2,32.7,3,3,3,333
13850.0,129,1,17.4,3,4,4,344
13851.0,95,3,39.7,3,2,3,323
13853.0,57,1,118.44,3,4,2,342
13854.0,8,25,3147.08,1,1,1,111
13856.0,168,3,177.0,4,2,1,421
13858.0,57,1,12.600000000000001,3,4,4,344
13859.0,326,1,3.75,4,4,4,444
13860.0,1,5,97.74000000000001,1,2,2,122
13862.0,18,8,121.38,2,1,2,212
13863.0,247,1,11.9,4,4,4,444
13865.0,58,4,72.2,3,2,2,322
13866.0,74,1,27.04,3,4,3,343
13867.0,31,3,45.9,2,2,2,222
13868.0,7,2,2700.0,1,3,1,131
13869.0,123,4,38.1,3,2,3,323
13870.0,2,8,170.20000000000002,1,1,1,111
13871.0,22,13,280.61000000000007,2,1,1,211
13873.0,119,3,61.6,3,2,2,322
13874.0,358,1,17.85,4,4,3,443
13875.0,53,5,106.96000000000001,3,2,2,322
13876.0,63,1,15.0,3,4,4,344
13877.0,86,1,69.6,3,4,2,342
13878.0,54,1,60.0,3,4,2,342
13880.0,21,12,320.48999999999995,2,1,1,211
13881.0,3,20,2949.2000000000003,1,1,1,111
13882.0,2,5,87.75,1,2,2,122
13883.0,10,5,76.9,1,2,2,122
13884.0,7,5,79.2,1,2,2,122
13885.0,189,2,23.4,4,3,3,433
13886.0,71,1,10.2,3,4,4,344
13887.0,204,1,9.959999999999999,4,4,4,444
13888.0,119,2,20.200000000000003,3,3,3,333
13889.0,92,1,25.0,3,4,3,343
13890.0,1,10,148.31,1,1,1,111
13892.0,26,4,171.84,2,2,1,221
13893.0,297,1,15.9,4,4,4,444
13894.0,23,3,71.7,2,2,2,222
13895.0,28,4,82.45000000000002,2,2,2,222
13897.0,50,1,15.0,3,4,4,344
13898.0,325,1,10.2,4,4,4,444
13899.0,16,2,68.4,1,3,2,132
13900.0,183,3,37.019999999999996,4,2,3,423
13901.0,72,5,126.91,3,2,1,321
13904.0,37,2,32.34,2,3,3,233
13908.0,79,4,77.33,3,2,2,322
13911.0,57,9,200.12,3,1,1,311
13914.0,11,2,25.62,1,3,3,133
13917.0,49,2,17.28,2,3,4,234
13918.0,49,2,99.72,2,3,2,232
13922.0,351,1,17.700000000000003,4,4,3,443
13923.0,53,1,5.04,3,4,4,344
13924.0,1,6,74.72,1,1,2,112
13925.0,92,4,85.9,3,2,2,322
13926.0,23,1,35.400000000000006,2,4,3,243
13927.0,74,1,16.6,3,4,4,344
13928.0,10,4,80.20000000000002,1,2,2,122
13929.0,169,2,459.2,4,3,1,431
13930.0,57,2,35.6,3,3,3,333
13931.0,95,2,274.5,3,3,1,331
13932.0,294,1,17.0,4,4,4,444
13933.0,109,2,40.050000000000004,3,3,3,333
13934.0,263,1,19.799999999999997,4,4,3,443
13936.0,179,1,3.4799999999999995,4,4,4,444
13937.0,169,1,30.599999999999998,4,4,3,443
13938.0,35,1,13.28,2,4,4,244
13939.0,23,3,63.00000000000001,2,2,2,222
13940.0,17,4,82.2,1,2,2,122
13941.0,21,4,375.48,2,2,1,221
13946.0,79,3,238.01999999999998,3,2,1,321
13947.0,65,1,13.5,3,4,4,344
13948.0,360,1,46.8,4,4,2,442
13949.0,2,6,129.93,1,1,1,111
13950.0,11,4,133.68,1,2,1,121
13951.0,176,3,50.099999999999994,4,2,2,422
13952.0,217,2,54.0,4,3,2,432
13953.0,7,7,3019.8,1,1,1,111
13954.0,1,2,38.4,1,3,3,133
13955.0,154,2,55.95,4,3,2,432
13956.0,5,5,16.2,1,2,4,124
13959.0,79,3,58.25,3,2,2,322
13960.0,21,2,35.400000000000006,2,3,3,233
13962.0,21,2,35.5,2,3,3,233
13963.0,308,3,99.3,4,2,2,422
13967.0,145,1,35.7,4,4,3,443
13969.0,7,18,451.6799999999999,1,1,1,111
13971.0,18,8,148.25,2,1,1,211
13972.0,70,2,24.659999999999997,3,3,3,333
13973.0,287,1,15.0,4,4,4,444
13974.0,49,1,15.0,2,4,4,244
13975.0,31,6,101.24000000000001,2,1,2,212
13976.0,206,1,69.36,4,4,2,442
13978.0,14,2,78.36000000000001,1,3,2,132
13979.0,73,1,20.8,3,4,3,343
13980.0,60,1,22.5,3,4,3,343
13982.0,39,4,117.5,2,2,2,222
13983.0,29,11,782.79,2,1,1,211
13984.0,26,4,649.3800000000001,2,2,1,221
13985.0,4,15,309.86,1,1,1,111
13986.0,17,1,35.400000000000006,1,4,3,143
13988.0,19,6,135.18,2,1,1,211
13989.0,65,2,39.6,3,3,3,333
13990.0,213,1,23.4,4,4,3,443
13991.0,12,6,61.940000000000005,1,1,2,112
13992.0,30,1,20.0,2,4,3,243
13993.0,42,9,330.0,2,1,1,211
13994.0,3,6,134.4,1,1,1,111
13995.0,15,5,82.5,1,2,2,122
13999.0,10,12,322.01,1,1,1,111
14000.0,211,1,61.199999999999996,4,4,2,442
14001.0,45,2,45.4,2,3,2,232
14002.0,134,2,17.88,3,3,3,333
14004.0,43,7,152.04999999999998,2,1,1,211
14005.0,9,5,265.8,1,2,1,121
14006.0,115,3,110.52000000000001,3,2,2,322
14009.0,198,2,45.3,4,3,2,432
14012.0,277,1,37.2,4,4,3,443
14013.0,110,3,36.78,3,2,3,323
14014.0,77,1,15.0,3,4,4,344
14015.0,52,1,108.48,3,4,2,342
14019.0,46,3,44.849999999999994,2,2,3,223
14020.0,16,2,49.8,1,3,2,132
14021.0,155,3,98.8,4,2,2,422
14022.0,225,1,10.5,4,4,4,444
14023.0,7,2,32.4,1,3,3,133
14024.0,121,2,35.650000000000006,3,3,3,333
14027.0,60,1,17.4,3,4,4,344
14029.0,63,2,130.2,3,3,1,331
14030.0,18,6,64.0,2,1,2,212
14031.0,7,18,3758.34,1,1,1,111
14032.0,2,10,561.78,1,1,1,111
14034.0,22,3,30.130000000000003,2,2,3,223
14035.0,28,5,241.5,2,2,1,221
14036.0,284,1,25.200000000000003,4,4,3,443
14037.0,176,2,25.650000000000002,4,3,3,433
14038.0,78,3,62.400000000000006,3,2,2,322
14039.0,33,1,69.6,2,4,2,242
14040.0,40,12,321.49,2,1,1,211
14041.0,266,1,0.58,4,4,4,444
14044.0,26,4,28.099999999999998,2,2,3,223
14045.0,109,3,895.3499999999999,3,2,1,321
14046.0,284,1,19.080000000000002,4,4,3,443
14047.0,8,4,127.9,1,2,1,121
14048.0,305,1,3.3,4,4,4,444
14049.0,16,4,105.25,1,2,2,122
14050.0,31,2,35.28,2,3,3,233
14051.0,0,22,1712.2,1,1,1,111
14052.0,19,1,2.08,2,4,4,244
14053.0,124,2,218.5,3,3,1,331
14054.0,65,1,16.5,3,4,4,344
14055.0,106,1,23.9,3,4,3,343
14056.0,1,23,278.96999999999997,1,1,1,111
14057.0,23,17,785.5000000000001,2,1,1,211
14059.0,266,1,23.4,4,4,3,443
14060.0,4,17,684.28,1,1,1,111
14062.0,9,12,1200.8200000000002,1,1,1,111
14064.0,29,5,36.2,2,2,3,223
14066.0,266,1,17.700000000000003,4,4,3,443
14067.0,63,2,28.0,3,3,3,333
14068.0,320,1,29.5,4,4,3,443
14071.0,3,8,100.59000000000002,1,1,2,112
14073.0,32,1,10.2,2,4,4,244
14075.0,4,3,120.66,1,2,2,122
14076.0,129,1,16.95,3,4,4,344
14077.0,40,5,66.85,2,2,2,222
14078.0,101,5,321.84,3,2,1,321
14079.0,124,1,15.0,3,4,4,344
14080.0,32,1,10.2,2,4,4,244
14081.0,302,1,5.95,4,4,4,444
14082.0,364,1,2.1,4,4,4,444
14083.0,4,8,61.05000000000001,1,1,2,112
14085.0,2,17,176.48,1,1,1,111
14087.0,2,1,2.16,1,4,4,144
14088.0,10,13,1376.38,1,1,1,111
14089.0,56,1,16.5,3,4,4,344
14090.0,324,1,76.32000000000001,4,4,2,442
14092.0,7,14,313.23,1,1,1,111
14093.0,12,1,1.95,1,4,4,144
14096.0,4,17,144.29000000000002,1,1,1,111
14098.0,36,1,8.25,2,4,4,244
14099.0,16,11,208.94,1,1,1,111
14100.0,137,1,7.95,4,4,4,444
14101.0,73,6,1682.1999999999998,3,1,1,311
14102.0,5,5,193.35,1,2,1,121
14104.0,154,2,89.16,4,3,2,432
14105.0,239,1,25.5,4,4,3,443
14107.0,51,7,184.92,3,1,1,311
14108.0,30,2,17.880000000000003,2,3,3,233
14109.0,72,1,15.0,3,4,4,344
14110.0,3,12,1773.74,1,1,1,111
14111.0,14,4,332.1,1,2,1,121
14112.0,22,7,171.0,2,1,1,211
14113.0,3,4,340.8,1,2,1,121
14114.0,273,2,107.39999999999999,4,3,2,432
14116.0,19,5,82.77,2,2,2,222
14117.0,143,1,30.0,4,4,3,443
14121.0,3,4,87.41999999999999,1,2,2,122
14124.0,84,1,90.0,3,4,2,342
14125.0,10,3,47.28,1,2,2,122
14126.0,7,3,142.7,1,2,1,121
14127.0,122,3,23.84,3,2,3,323
14128.0,60,2,14.399999999999999,3,3,4,334
14129.0,1,5,93.39999999999999,1,2,2,122
14130.0,319,1,15.0,4,4,4,444
14132.0,2,11,283.63999999999993,1,1,1,111
14133.0,129,3,53.519999999999996,3,2,2,322
14135.0,1,13,772.7500000000001,1,1,1,111
14138.0,1,2,27.42,1,3,3,133
14139.0,46,1,9.36,2,4,4,244
14140.0,3,2,39.0,1,3,3,133
14141.0,2,4,134.25,1,2,1,121
14143.0,133,1,17.0,3,4,4,344
14145.0,46,4,1425.6,2,2,1,221
14146.0,8,5,77.75999999999999,1,2,2,122
14147.0,78,2,217.6,3,3,1,331
14148.0,233,1,127.5,4,4,1,441
14149.0,220,1,17.700000000000003,4,4,3,443
14150.0,35,2,127.20000000000002,2,3,1,231
14152.0,75,2,18.46,3,3,3,333
14154.0,239,2,43.2,4,3,3,433
14155.0,266,1,17.85,4,4,3,443
14157.0,19,2,24.75,2,3,3,233
14158.0,40,1,4.5600000000000005,2,4,4,244
14159.0,19,11,75.64,2,1,2,212
14161.0,215,2,32.339999999999996,4,3,3,433
14162.0,173,2,33.45,4,3,3,433
14163.0,87,4,178.3,3,2,1,321
14164.0,70,2,423.25,3,3,1,331
14165.0,275,1,5.9,4,4,4,444
14167.0,39,4,52.45,2,2,2,222
14171.0,98,1,8.5,3,4,4,344
14173.0,10,4,51.629999999999995,1,2,2,122
14174.0,33,1,5.78,2,4,4,244
14175.0,59,3,53.3,3,2,2,322
14176.0,297,3,78.30000000000001,4,2,2,422
14177.0,86,4,174.55,3,2,1,321
14178.0,8,7,47.52,1,1,2,112
14179.0,40,2,3.9000000000000004,2,3,4,234
14180.0,10,24,640.8199999999999,1,1,1,111
14184.0,66,1,33.0,3,4,3,343
14185.0,331,1,12.75,4,4,4,444
14188.0,30,6,101.7,2,1,2,212
14189.0,2,14,200.25,1,1,1,111
14191.0,1,13,291.91,1,1,1,111
14193.0,67,2,37.8,3,3,3,333
14194.0,4,21,503.78000000000003,1,1,1,111
14195.0,201,2,336.6,4,3,1,431
14196.0,106,1,30.0,3,4,3,343
14198.0,18,4,75.65,2,2,2,222
14199.0,218,1,175.2,4,4,1,441
14201.0,60,7,205.85999999999999,3,1,1,311
14204.0,2,1,2.08,1,4,4,144
14205.0,16,2,41.1,1,3,3,133
14206.0,239,1,23.4,4,4,3,443
14208.0,94,1,10.5,3,4,4,344
14209.0,10,6,120.7,1,1,2,112
14210.0,105,5,90.80000000000001,3,2,2,322
14211.0,53,9,233.88,3,1,1,311
14212.0,89,1,237.60000000000002,3,4,1,341
14214.0,30,5,78.89999999999999,2,2,2,222
14215.0,11,5,94.60000000000001,1,2,2,122
14216.0,3,4,200.06,1,2,1,121
14217.0,1,16,474.2799999999999,1,1,1,111
14218.0,42,1,4.5600000000000005,2,4,4,244
14219.0,4,1,16.5,1,4,4,144
14220.0,247,2,62.050000000000004,4,3,2,432
14221.0,42,9,196.79999999999998,2,1,1,211
14222.0,177,1,10.5,4,4,4,444
14223.0,92,3,46.699999999999996,3,2,2,322
14224.0,110,4,54.25,3,2,2,322
14226.0,28,5,164.85,2,2,1,221
14227.0,26,10,204.69,2,1,1,211
14229.0,51,3,191.0,3,2,1,321
14231.0,183,3,105.4,4,2,2,422
14232.0,42,5,97.74000000000001,2,2,2,222
14233.0,49,4,364.40000000000003,2,2,1,221
14234.0,22,4,46.980000000000004,2,2,2,222
14235.0,75,5,349.99999999999994,3,2,1,321
14236.0,80,1,13.200000000000001,3,4,4,344
14238.0,326,1,22.5,4,4,3,443
14239.0,43,11,202.17,2,1,1,211
14240.0,30,2,29.759999999999998,2,3,3,233
14241.0,183,1,17.700000000000003,4,4,3,443
14242.0,234,2,40.5,4,3,3,433
14243.0,8,10,256.68,1,1,1,111
14245.0,219,2,28.5,4,3,3,433
14246.0,110,3,62.25000000000001,3,2,2,322
14247.0,278,1,9.95,4,4,4,444
14248.0,318,1,15.0,4,4,4,444
14250.0,7,3,54.150000000000006,1,2,2,122
14251.0,1,5,358.19999999999993,1,2,1,121
14256.0,260,2,23.72,4,3,3,433
14257.0,64,5,157.77,3,2,1,321
14258.0,9,9,1072.6999999999998,1,1,1,111
14259.0,141,1,33.0,4,4,3,443
14261.0,50,2,36.3,3,3,3,333
14262.0,8,8,303.12,1,1,1,111
14264.0,154,2,55.2,4,3,2,432
14267.0,162,3,45.480000000000004,4,2,2,422
14270.0,331,1,23.8,4,4,3,443
14271.0,225,1,7.800000000000001,4,4,4,444
14272.0,73,2,35.5,3,3,3,333
14273.0,51,4,83.2,3,2,2,322
14276.0,98,3,66.1,3,2,2,322
14280.0,196,1,14.850000000000001,4,4,4,444
14282.0,3,14,321.34000000000003,1,1,1,111
14284.0,30,2,37.85,2,3,3,233
14285.0,21,4,222.20000000000005,2,2,1,221
14286.0,23,3,43.2,2,2,3,223
14287.0,8,3,59.78,1,2,2,122
14288.0,213,1,35.400000000000006,4,4,3,443
14289.0,8,6,133.32,1,1,1,111
14290.0,11,5,70.78,1,2,2,122
14291.0,1,11,212.83,1,1,1,111
14292.0,7,9,403.62,1,1,1,111
14293.0,3,3,63.599999999999994,1,2,2,122
14295.0,40,1,15.0,2,4,4,244
14297.0,17,4,109.25,1,2,2,122
14298.0,8,44,2386.5700000000006,1,1,1,111
14299.0,8,9,323.4,1,1,1,111
14300.0,18,1,16.5,2,4,4,244
14301.0,117,1,60.0,3,4,2,342
14304.0,222,1,30.0,4,4,3,443
14305.0,71,3,35.6,3,2,3,323
14306.0,51,2,237.68,3,3,1,331
14307.0,88,5,80.03999999999999,3,2,2,322
14309.0,8,9,228.00000000000003,1,1,1,111
14311.0,242,1,10.2,4,4,4,444
14312.0,46,6,96.52000000000001,2,1,2,212
14314.0,106,1,4.8,3,4,4,344
14315.0,44,6,138.57999999999998,2,1,1,211
14317.0,64,1,16.5,3,4,4,344
14320.0,206,2,20.04,4,3,3,433
14321.0,10,5,117.84,1,2,2,122
14323.0,114,2,35.7,3,3,3,333
14326.0,242,1,60.0,4,4,2,442
14327.0,163,1,39.599999999999994,4,4,3,443
14329.0,17,7,184.05,1,1,1,111
14331.0,124,2,32.85,3,3,3,333
14332.0,22,3,204.84,2,2,1,221
14333.0,67,1,50.0,3,4,2,342
14334.0,16,8,114.95,1,1,2,112
14336.0,16,4,74.4,1,2,2,122
14338.0,161,2,25.950000000000003,4,3,3,433
14339.0,242,1,17.4,4,4,4,444
14340.0,218,1,27.0,4,4,3,443
14341.0,45,8,142.05,2,1,1,211
14342.0,21,4,223.2,2,2,1,221
14344.0,127,6,78.15,3,1,2,312
14345.0,38,1,15.0,2,4,4,244
14346.0,120,2,22.5,3,3,3,333
14348.0,260,1,91.80000000000001,4,4,2,442
14349.0,10,1,1.95,1,4,4,144
14350.0,274,1,19.8,4,4,3,443
14351.0,164,1,51.0,4,4,2,442
14352.0,157,4,148.0,4,2,1,421
14353.0,215,1,3.9000000000000004,4,4,4,444
14354.0,5,2,56.4,1,3,2,132
14355.0,365,1,17.700000000000003,4,4,3,443
14356.0,79,2,35.4,3,3,3,333
14357.0,43,1,7.5,2,4,4,244
14359.0,19,3,40.4,2,2,3,223
14360.0,31,4,71.1,2,2,2,222
14362.0,22,1,4.25,2,4,4,244
14364.0,108,8,562.06,3,1,1,311
14367.0,8,16,538.9499999999999,1,1,1,111
14368.0,319,1,17.0,4,4,4,444
14371.0,295,1,19.8,4,4,3,443
14373.0,358,1,25.5,4,4,3,443
14375.0,185,1,2.95,4,4,4,444
14377.0,191,2,195.14999999999998,4,3,1,431
14379.0,44,2,35.85,2,3,3,233
14381.0,52,1,2.6,3,4,4,344
14382.0,26,1,10.5,2,4,4,244
14383.0,38,3,83.8,2,2,2,222
14385.0,9,3,51.15,1,2,2,122
14386.0,296,1,31.8,4,4,3,443
14387.0,32,3,42.0,2,2,3,223
14388.0,10,7,111.27,1,1,2,112
14389.0,65,2,49.6,3,3,2,332
14390.0,10,8,142.14,1,1,1,111
14393.0,218,1,17.25,4,4,4,444
14395.0,2,8,68.4,1,1,2,112
14396.0,65,1,4.2,3,4,4,344
14397.0,2,19,719.72,1,1,1,111
14400.0,149,1,15.0,4,4,4,444
14401.0,4,13,352.02000000000004,1,1,1,111
14403.0,130,4,278.1,3,2,1,321
14404.0,33,5,139.17000000000002,2,2,1,221
14406.0,119,1,20.8,3,4,3,343
14407.0,107,6,471.85,3,1,1,311
14408.0,10,7,180.8,1,1,1,111
14409.0,71,4,68.6,3,2,2,322
14410.0,92,9,134.08,3,1,1,311
14411.0,310,1,91.80000000000001,4,4,2,442
14412.0,42,2,47.1,2,3,2,232
14413.0,362,1,0.95,4,4,4,444
14414.0,91,7,82.24000000000001,3,1,2,312
14415.0,1,13,168.28000000000003,1,1,1,111
14416.0,22,2,39.5,2,3,3,233
14418.0,3,3,39.54,1,2,3,123
14419.0,10,6,29.5,1,1,3,113
14420.0,99,1,19.799999999999997,3,4,3,343
14421.0,57,2,37.199999999999996,3,3,3,333
14422.0,0,6,156.1,1,1,1,111
14423.0,218,1,163.2,4,4,1,441
14424.0,17,1,322.08,1,4,1,141
14426.0,23,10,282.02000000000004,2,1,1,211
14427.0,50,2,46.64,3,3,2,332
14428.0,7,5,114.33,1,2,2,122
14431.0,302,1,30.599999999999998,4,4,3,443
14432.0,9,6,71.52,1,1,2,112
14434.0,21,6,649.2,2,1,1,211
14436.0,98,1,12.5,3,4,4,344
14437.0,365,1,15.0,4,4,4,444
14438.0,306,1,7.5,4,4,4,444
14440.0,8,5,152.12,1,2,1,121
14441.0,0,4,90.20000000000002,1,2,2,122
14443.0,53,3,42.17999999999999,3,2,3,323
14446.0,0,4,30.2,1,2,3,123
14447.0,18,5,94.5,2,2,2,222
14448.0,9,2,38.7,1,3,3,133
14449.0,18,3,9.41,2,2,4,224
14450.0,180,3,27.4,4,2,3,423
14451.0,60,2,18.299999999999997,3,3,3,333
14452.0,10,2,8.25,1,3,4,134
14453.0,190,1,5.75,4,4,4,444
14456.0,5,9,50.39999999999999,1,1,2,112
14457.0,310,1,45.0,4,4,3,443
14459.0,155,1,76.5,4,4,2,442
14460.0,110,3,109.19999999999999,3,2,2,322
14461.0,148,3,49.5,4,2,2,422
14462.0,66,11,122.46,3,1,1,311
14463.0,98,3,229.79999999999998,3,2,1,321
14465.0,246,3,27.490000000000002,4,2,3,423
14466.0,29,6,218.85,2,1,1,211
14467.0,17,4,24.25,1,2,3,123
14470.0,11,2,18.15,1,3,3,133
14472.0,103,8,57.410000000000004,3,1,2,312
14473.0,74,2,123.16,3,3,1,331
14474.0,46,1,11.7,2,4,4,244
14475.0,71,3,42.36000000000001,3,2,3,323
14476.0,257,1,5.9,4,4,4,444
14477.0,19,4,564.6,2,2,1,221
14479.0,253,2,32.45,4,3,3,433
14480.0,11,1,20.28,1,4,3,143
14481.0,164,2,35.4,4,3,3,433
14482.0,18,6,55.879999999999995,2,1,2,212
14483.0,281,1,8.850000000000001,4,4,4,444
14484.0,50,1,20.4,3,4,3,343
14485.0,38,1,1.65,2,4,4,244
14487.0,26,5,37.9,2,2,3,223
14488.0,67,1,30.0,3,4,3,343
14489.0,207,1,29.88,4,4,3,443
14491.0,175,1,19.799999999999997,4,4,3,443
14493.0,7,5,141.54000000000002,1,2,1,121
14494.0,25,1,17.4,2,4,4,244
14495.0,50,2,41.6,3,3,3,333
14496.0,311,1,22.5,4,4,3,443
14497.0,309,1,15.6,4,4,4,444
14498.0,42,5,52.94,2,2,2,222
14499.0,26,3,20.099999999999998,2,2,3,223
14500.0,88,3,84.75,3,2,2,322
14501.0,183,2,44.74,4,3,3,433
14502.0,19,11,241.51999999999998,2,1,1,211
14503.0,3,6,291.0,1,1,1,111
14504.0,47,4,27.67,2,2,3,223
14505.0,17,8,65.54,1,1,2,112
14506.0,17,4,65.85,1,2,2,122
14507.0,23,6,345.15000000000003,2,1,1,211
14508.0,22,2,10.74,2,3,4,234
14511.0,11,5,94.50000000000001,1,2,2,122
14512.0,187,2,24.15,4,3,3,433
14513.0,100,3,194.89000000000001,3,2,1,321
14514.0,61,3,78.75,3,2,2,322
14515.0,17,6,85.03,1,1,2,112
14517.0,33,2,63.0,2,3,2,232
14518.0,64,1,0.95,3,4,4,344
14520.0,1,2,175.2,1,3,1,131
14522.0,24,4,288.84000000000003,2,2,1,221
14523.0,108,1,12.5,3,4,4,344
14524.0,31,9,164.26000000000002,2,1,1,211
14525.0,19,9,96.13,2,1,2,212
14527.0,2,54,583.5099999999999,1,1,1,111
14528.0,37,1,4.35,2,4,4,244
14529.0,60,3,3.37,3,2,4,324
14530.0,25,6,154.25,2,1,1,211
14532.0,236,4,62.599999999999994,4,2,2,422
14533.0,24,7,216.72,2,1,1,211
14534.0,2,18,267.09999999999997,1,1,1,111
14535.0,60,3,38.4,3,2,3,323
14536.0,259,1,0.85,4,4,4,444
14537.0,57,1,49.800000000000004,3,4,2,342
14538.0,64,2,50.7,3,3,2,332
14539.0,15,2,34.8,1,3,3,133
14540.0,9,3,38.95,1,2,3,123
14541.0,58,8,153.81,3,1,1,311
14542.0,185,1,17.0,4,4,4,444
14543.0,28,16,928.5499999999998,2,1,1,211
14544.0,24,2,35.199999999999996,2,3,3,233
14546.0,5,5,69.96000000000001,1,2,2,122
14547.0,3,8,90.34,1,1,2,112
14548.0,150,2,326.4,4,3,1,431
14549.0,311,1,8.25,4,4,4,444
14550.0,10,2,20.78,1,3,3,133
14551.0,18,2,27.64,2,3,3,233
14552.0,151,1,3.38,4,4,4,444
14553.0,19,5,38.650000000000006,2,2,3,223
14554.0,10,4,111.92000000000002,1,2,2,122
14555.0,57,2,38.8,3,3,3,333
14557.0,85,1,69.6,3,4,2,342
14560.0,7,22,888.7799999999999,1,1,1,111
14561.0,75,3,34.2,3,2,3,323
14562.0,3,18,295.92,1,1,1,111
14565.0,95,4,67.25999999999999,3,2,2,322
14567.0,56,2,94.80000000000001,3,3,2,332
14569.0,1,1,1.95,1,4,4,144
14570.0,280,2,6.75,4,3,4,434
14572.0,3,7,98.0,1,1,2,112
14573.0,179,8,42.150000000000006,4,1,3,413
14577.0,12,4,31.7,1,2,3,123
14578.0,3,1,28.080000000000002,1,4,3,143
14581.0,16,1,15.600000000000001,1,4,4,144
14582.0,40,1,19.9,2,4,3,243
14583.0,5,5,18.770000000000003,1,2,3,123
14584.0,169,4,31.5,4,2,3,423
14585.0,50,1,1.66,3,4,4,344
14586.0,276,1,15.0,4,4,4,444
14587.0,18,9,68.95000000000002,2,1,2,212
14591.0,15,4,124.25999999999999,1,2,1,121
14592.0,35,3,7.54,2,2,4,224
14593.0,21,3,9.290000000000001,2,2,4,224
14594.0,7,1,0.85,1,4,4,144
14595.0,19,6,89.94,2,1,2,212
14597.0,11,2,37.71,1,3,3,133
14598.0,44,1,1.7,2,4,4,244
14600.0,305,1,15.0,4,4,4,444
14601.0,10,1,90.0,1,4,2,142
14603.0,274,1,150.0,4,4,1,441
14606.0,1,90,1012.6200000000002,1,1,1,111
14607.0,15,14,5754.18,1,1,1,111
14608.0,4,4,532.0,1,2,1,121
